,timesteps,rewards,duration
0,4096,0.010520680844671282,0:01:54.897057
1,8192,0.01073159648986044,0:03:23.196246
2,12288,0.014821342629455846,0:05:12.739677
3,16384,0.020591163000009793,0:06:54.637470
4,20480,0.02509570145553386,0:08:40.552768
5,24576,0.030374442503015575,0:10:18.710102
6,28672,0.044385807608670724,0:12:01.985154
7,32768,0.05516422280213007,0:13:48.308112
8,36864,0.045980243940888066,0:15:21.607846
9,40960,0.06722701827006716,0:16:55.429872
10,45056,0.08447669583104789,0:18:37.241671
11,49152,0.10361568168629276,0:20:17.541827
12,53248,0.13872613191112748,0:22:02.568656
13,57344,0.15717748445271695,0:23:51.960534
14,61440,0.18398219949678207,0:25:38.958353
15,65536,0.20483772573751935,0:27:27.776382
16,69632,0.26616528967207387,0:29:18.830435
17,73728,0.28734159117372116,0:31:09.443708
18,77824,0.3165631143321228,0:33:00.571883
19,81920,0.3283708312279856,0:34:51.972046
20,86016,0.34494678585818406,0:36:46.257528
21,90112,0.3423477928910188,0:38:38.971943
22,94208,0.3223343959524527,0:40:32.617326
23,98304,0.32066994481676225,0:42:23.407359
24,102400,0.27548458140653764,0:44:21.104351
25,106496,0.2546926126819784,0:46:18.712821
26,110592,0.29584295062821475,0:48:14.268981
27,114688,0.22451303178158888,0:50:16.685057
28,118784,0.17524425770808882,0:52:18.901764
29,122880,0.14148440517608682,0:54:20.317033
30,126976,0.13653977981362253,0:56:22.567344
31,131072,0.17031421279347736,0:58:23.346154
32,135168,0.1298638948905968,1:00:24.176592
33,139264,0.12047474926204926,1:02:24.522063
34,143360,0.11528388627751257,1:04:26.660387
35,147456,0.16419435317149528,1:06:25.680534
36,151552,0.14529313931546328,1:08:26.356704
37,155648,0.11479416779351204,1:10:27.949482
38,159744,0.14757667902621557,1:12:27.563049
39,163840,0.11450910943940595,1:14:29.178417
40,167936,0.09147503429510995,1:16:27.726464
41,172032,0.13050869870155024,1:18:28.118937
42,176128,0.0885521906039803,1:20:30.903177
43,180224,0.10412763320495161,1:22:34.387575
44,184320,0.10034626343041786,1:24:35.710172
45,188416,0.15495657184477507,1:26:34.749173
46,192512,0.24408197536866968,1:28:30.692884
47,196608,0.11838809722133256,1:30:32.712349
48,200704,0.09073479215499702,1:32:35.017698
49,204800,0.05244314228808955,1:34:39.706350
50,208896,0.0005744101572892277,1:36:47.122943
51,212992,0.16715063829187127,1:38:28.307148
52,217088,0.2030369318441867,1:40:18.780808
53,221184,0.001448393578200556,1:42:26.467810
54,225280,0.11464505743024896,1:44:03.569424
55,229376,0.15116388629375166,1:45:48.394376
56,233472,0.16059759321142053,1:47:35.982842
57,237568,0.18481328027905164,1:49:27.152981
58,241664,0.1829388465839159,1:51:18.687771
59,245760,0.09506333952150531,1:53:20.237265
60,249856,0.035510108201455615,1:55:25.766660
61,253952,0.09017219533711718,1:57:28.595738
62,258048,0.03723295103559745,1:59:33.392118
63,262144,0.03639014476024101,2:01:39.374392
64,266240,0.06838587463556284,2:03:42.705810
65,270336,0.0679717104320566,2:05:46.796119
66,274432,0.18293897273501725,2:07:44.590242
67,278528,0.10934535638212634,2:09:46.687714
68,282624,0.10485487424083698,2:11:49.212022
69,286720,0.03731678697435135,2:13:54.459124
70,290816,0.0006794051377404589,2:16:02.234640
71,294912,0.00038615120791929414,2:18:09.750567
72,299008,0.00037153945415174805,2:20:16.925411
73,303104,0.030908856898847765,2:22:22.996864
74,307200,0.2555069618686088,2:24:16.271018
75,311296,0.2688836884621324,2:26:10.528956
76,315392,0.05450109284880489,2:28:16.131537
77,319488,0.00045441085644501444,2:30:24.068931
78,323584,0.00048717481088204895,2:32:31.389043
79,327680,0.0006644436966281725,2:34:39.014461
80,331776,0.00017205201091963218,2:36:46.633493
81,335872,0.0005159973040933657,2:38:54.332075
82,339968,0.03189025065218049,2:40:59.495521
83,344064,0.037046892123317465,2:43:03.492187
84,348160,0.0035932051620074096,2:45:10.817663
85,352256,0.0006617105448974148,2:47:18.761493
86,356352,0.0004712089836440836,2:49:26.668033
87,360448,0.07022874505413092,2:51:29.069708
88,364544,0.2387200525080586,2:53:25.489120
89,368640,0.11773498145302357,2:55:27.335470
90,372736,0.060771372608574514,2:57:31.710635
91,376832,0.11828339261108539,2:59:19.199591
92,380928,0.19309436558903958,3:01:03.776387
93,385024,0.19518756452076125,3:03:01.828475
94,389120,0.2797783088607657,3:04:57.984411
95,393216,0.04079782680970234,3:07:02.796722
96,397312,0.10542239251925789,3:09:04.641628
97,401408,0.10124295123922616,3:11:07.263415
98,405504,0.01081712025120412,3:13:12.570343
99,409600,0.16404139880224466,3:15:05.601220
100,413696,0.28836800012090874,3:16:59.345990
101,417792,0.31669133184914844,3:18:54.860853
102,421888,0.09312825067764113,3:20:58.980107
103,425984,0.04671842325758131,3:23:04.868585
104,430080,0.138320658006171,3:25:07.118106
105,434176,0.09413841109130616,3:27:10.171580
106,438272,0.0010411062759349277,3:29:16.238114
107,442368,0.036916865157493685,3:31:21.556232
108,446464,0.0005085827593795944,3:33:28.947486
109,450560,0.0005918014347719436,3:35:36.532295
110,454656,0.036693036943123564,3:37:42.095951
111,458752,0.09687663652802213,3:39:44.679274
112,462848,0.0020158731769858856,3:41:50.213842
113,466944,0.19791920080663133,3:43:45.373451
114,471040,0.0393215199577058,3:45:50.415478
115,475136,0.10903387786947472,3:47:52.747346
116,479232,0.0074481260730766,3:49:58.440667
117,483328,0.08934934642068623,3:52:02.842886
118,487424,0.05477679800913972,3:54:08.490218
119,491520,0.03832518114458068,3:56:14.717111
120,495616,0.09358940651351372,3:58:17.402156
121,499712,0.06237729613069184,4:00:21.860454
122,503808,0.0017800736202268144,4:02:29.484488
123,507904,0.2537908555132533,4:04:26.965232
124,512000,0.017939749387807846,4:06:32.649245
125,516096,0.0005747699448061597,4:08:38.517098
126,520192,0.2566869971318362,4:10:35.908796
127,524288,0.028018602973396395,4:12:41.689846
128,528384,0.25500530461746473,4:14:38.646112
129,532480,0.038158182218874875,4:16:44.870816
130,536576,0.0005010396585222177,4:18:52.922820
131,540672,0.4691771446682357,4:20:43.397773
132,544768,0.03883418622477843,4:22:48.896282
133,548864,0.04862429528576732,4:24:53.870895
134,552960,0.01479636305911369,4:27:01.682676
135,557056,0.0005316566188118127,4:29:09.362057
136,561152,0.0003883730644704403,4:31:17.364497
137,565248,0.0623679763134351,4:33:22.205348
138,569344,0.0006108793850460453,4:35:30.048750
139,573440,0.0856703102869893,4:37:33.744115
140,577536,0.019366669269315795,4:39:42.182230
141,581632,0.0004975901534118449,4:41:49.774597
142,585728,0.14100894013180348,4:43:51.679495
143,589824,0.1161987691148195,4:45:55.473993
144,593920,0.36731584206898127,4:47:50.771541
145,598016,0.07613701087254712,4:49:54.743762
146,602112,0.0005080417942126408,4:52:00.751153
