,timesteps,rewards,duration
0,4096,0.010490501737431601,0:00:29.109078
1,8192,0.008776619859052093,0:01:09.654946
2,12288,0.015345119162660459,0:01:32.554221
3,16384,0.023931601936573815,0:02:10.701800
4,20480,0.034477499940520406,0:02:56.849039
5,24576,0.04660853062210013,0:03:55.470956
6,28672,0.053722054024654575,0:05:10.457132
7,32768,0.06899864358794083,0:06:32.358224
8,36864,0.06530886215127296,0:07:53.072082
9,40960,0.0822945572530509,0:09:23.642287
10,45056,0.09273795783731842,0:10:54.028404
11,49152,0.1007008260133535,0:12:18.263382
12,53248,0.11069099938343041,0:13:45.662839
13,57344,0.12908550810849917,0:15:14.073191
14,61440,0.12691570410471664,0:16:45.050189
15,65536,0.16563967885769415,0:18:13.081487
16,69632,0.16233821647281488,0:19:46.908032
17,73728,0.1933752182291073,0:21:22.522667
18,77824,0.22128179538442794,0:22:55.264843
19,81920,0.2742176732735402,0:24:25.200863
20,86016,0.31874198937927645,0:25:51.003854
21,90112,0.2921172942834005,0:27:31.198985
22,94208,0.3315267971739786,0:29:15.454499
23,98304,0.347302760047711,0:31:01.733758
24,102400,0.3674011316540913,0:32:51.929709
25,106496,0.3211843566636361,0:34:35.064611
26,110592,0.3935679106528056,0:36:22.806184
27,114688,0.40500539099912203,0:38:03.586220
28,118784,0.4544343775901325,0:39:50.411084
29,122880,0.488360816132797,0:41:37.457709
30,126976,0.5015199815930487,0:43:26.263782
31,131072,0.5031987934511335,0:45:16.653098
32,135168,0.5262049781285469,0:47:16.539326
33,139264,0.5143157768150104,0:49:09.517536
34,143360,0.5394350081108996,0:51:06.429404
35,147456,0.5388994160759211,0:53:04.158178
36,151552,0.5460561241051067,0:55:02.407413
37,155648,0.57515608984761,0:57:01.649266
38,159744,0.5882336192097455,0:59:00.777939
39,163840,0.5929901112756397,1:00:59.761160
40,167936,0.5921917493377862,1:02:59.949660
41,172032,0.5783583513870667,1:04:57.677931
42,176128,0.6094274578532435,1:06:56.912758
43,180224,0.6161346038642677,1:08:56.811372
44,184320,0.5604018873992231,1:10:51.147138
45,188416,0.6271781827632523,1:12:46.727433
46,192512,0.6316544519326612,1:14:43.555298
47,196608,0.6432757068384944,1:16:41.392200
48,200704,0.6570039266271408,1:18:37.601944
49,204800,0.6303644930989094,1:20:33.621600
50,208896,0.6733213384214878,1:22:30.930928
51,212992,0.687580499641399,1:24:31.049819
52,217088,0.7011065368831169,1:26:23.990093
53,221184,0.6997309939025627,1:28:18.119287
54,225280,0.6971014517923777,1:30:15.949072
55,229376,0.692886447480987,1:32:12.491530
56,233472,0.7019534631425586,1:34:07.527216
57,237568,0.7303442359269638,1:36:02.452936
58,241664,0.7129589215327314,1:37:59.478225
59,245760,0.6810671248198332,1:39:53.283097
60,249856,0.7025771216994627,1:41:44.545700
61,253952,0.7057898631542798,1:43:32.463042
62,258048,0.7268627105420364,1:45:22.584584
63,262144,0.7401398140206084,1:47:11.724814
64,266240,0.7477918478971048,1:49:01.415267
65,270336,0.7608556025147166,1:50:51.920234
66,274432,0.7730503400583757,1:52:44.953662
67,278528,0.775729316664183,1:54:35.440556
68,282624,0.7832810374300152,1:56:27.328437
69,286720,0.7884040337887086,1:58:22.766617
70,290816,0.7998663013598843,2:00:18.189231
71,294912,0.7972214189223905,2:02:17.242428
72,299008,0.8108909584340722,2:04:13.286528
73,303104,0.8045552110713174,2:06:05.522519
