,timesteps,rewards,duration
0,4096,0.010501272046983867,0:01:41.514430
1,8192,0.012944240324472327,0:03:21.405014
2,12288,0.020426021400947958,0:05:18.280051
3,16384,0.024581344320004028,0:06:53.408811
4,20480,0.033927028474106245,0:08:37.929508
5,24576,0.042977387700104064,0:10:14.154309
6,28672,0.051984170394196116,0:11:49.450317
7,32768,0.06731838175940785,0:13:23.550851
8,36864,0.07207224022840997,0:14:56.985876
9,40960,0.09247969802364864,0:16:31.759315
10,45056,0.10309204462352994,0:18:09.683493
11,49152,0.09446412451356778,0:19:44.163718
12,53248,0.13439323139787263,0:21:26.850003
13,57344,0.11896976078604382,0:23:00.949831
14,61440,0.15430077139897058,0:24:44.146000
15,65536,0.18426094418043704,0:26:29.084345
16,69632,0.21682096859051114,0:28:18.118901
17,73728,0.2519810191665961,0:30:10.838643
18,77824,0.2698224573528023,0:31:59.578267
19,81920,0.31062144281997917,0:33:51.643612
20,86016,0.3175600049177092,0:35:42.044453
21,90112,0.35156015746768077,0:37:33.119808
22,94208,0.35378402045057555,0:39:23.627006
23,98304,0.35525876564003056,0:41:14.146901
24,102400,0.3427259588089093,0:43:07.115132
25,106496,0.35837576069621946,0:44:59.313852
26,110592,0.36245139692931616,0:46:51.636724
27,114688,0.34237787756536875,0:48:44.081104
28,118784,0.3321098202571875,0:50:39.057447
29,122880,0.3339076455399379,0:52:32.937452
30,126976,0.3104595907486072,0:54:28.104480
31,131072,0.3118245368324022,0:56:19.587319
32,135168,0.3120078668064785,0:58:14.455720
33,139264,0.2627276274042174,1:00:11.504317
34,143360,0.2546940046408963,1:02:07.045871
35,147456,0.2525093426382998,1:04:04.465960
36,151552,0.22572263698760153,1:06:02.910115
37,155648,0.15264113138917007,1:08:04.371879
38,159744,0.09698493184173262,1:10:07.933528
39,163840,0.14388095479158314,1:12:09.306243
40,167936,0.13288784907267703,1:14:11.107424
41,172032,0.10787121307465364,1:16:13.433341
42,176128,0.048047953720046166,1:18:18.537096
43,180224,0.09073074712061369,1:20:21.525395
44,184320,0.06718780799504218,1:22:26.627456
45,188416,0.09429857766088492,1:24:29.623329
46,192512,0.13057932578415715,1:26:31.671249
47,196608,0.030696066037683267,1:28:37.652741
48,200704,0.02546818159865545,1:30:44.058170
